2,-5,10.527311219491779
2,-4,10.365195230289096
2,-3,9.997843179132442
2,-2,7.982565317848118
2,-1,8.285595096185471
2,0,5.1473582053278655
2,1,5.168830132041346
2,2,4.301618934902894
2,3,2.478682469827005
2,4,2.2761848684274275
2,5,2.0090011064461626
3,-5,9.019438357478677
3,-4,8.911751345090876
3,-3,8.044035966494995
3,-2,8.60385632363013
3,-1,7.765812962712532
3,0,6.4964203036322035
3,1,5.244429821420617
3,2,4.362141433956836
3,3,2.700412848532072
3,4,3.467227511250848
3,5,1.4932337148041013
4,-5,8.134185665453037
4,-4,9.020482207402146
4,-3,7.930497679877281
4,-2,6.510329669813359
4,-1,6.96799484038903
4,0,5.6656637543687545
4,1,4.825441387621785
4,2,3.641925294963095
4,3,4.733307489615518
4,4,4.070571429113841
4,5,1.890331863157087
5,-5,9.323485396468186
5,-4,8.048607098888931
5,-3,7.343607855436304
5,-2,6.413994438782037
5,-1,7.4522523862848224
5,0,5.032692240067878
5,1,5.648292404331679
5,2,4.155861847932751
5,3,4.45254064185672
5,4,3.740429968045803
5,5,3.4433011807888683
